INFO main com.desmond.servicebuilder.run.TestRun - deleting L:/gitHub/projects/eCommerce/src/com/desmond/ec...
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderGoodsServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/AdministratorServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/impl/GoodsServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/cart/impl/CartServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/impl/GoodsClassServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/comment/impl/CommentServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/info/impl/InformationServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sale/impl/SaleStaticsServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderHistoryServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/AdminAuthorityServiceBaseImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/UserLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderGoodsLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/AdministratorLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/impl/GoodsLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/cart/impl/CartLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/goods/impl/GoodsClassLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/comment/impl/CommentLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/info/impl/InformationLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sale/impl/SaleStaticsLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/order/impl/OrderHistoryLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/user/impl/AdminAuthorityLocalServiceImpl.java
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/User.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/Order.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/OrderGoods.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/Administrator.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/Goods.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/Cart.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/GoodsClass.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/Comment.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/Information.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/SaleStatics.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/OrderHistory.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/AdminAuthority.sql
INFO main com.desmond.servicebuilder.util.GeneratorHelper - generate: L:/gitHub/projects/eCommerce/src/com/desmond/ec/sqls/init.sql
